2026-04-18T00:00:00.032208+00:00 | Renegades Of Funk | Rage Against The Machine | source:amperwave-api
2026-04-18T15:21:59.819942+00:00 | Paranoid | Black Sabbath | source:amperwave-api
2026-04-18T15:22:35.777093+00:00 | Paranoid | Black Sabbath | source:amperwave-api
2026-04-18T15:23:12.017566+00:00 | Alive | P.O.D. | source:amperwave-api
2026-04-18T15:23:48.362741+00:00 | Alive | P.O.D. | source:amperwave-api
2026-04-18T15:24:26.025065+00:00 | Alive | P.O.D. | source:amperwave-api
2026-04-18T15:25:01.973579+00:00 | Alive | P.O.D. | source:amperwave-api
2026-04-18T15:25:38.704508+00:00 | Alive | P.O.D. | source:amperwave-api
2026-04-18T15:26:15.531731+00:00 | Alive | P.O.D. | source:amperwave-api
2026-04-18T15:26:51.342428+00:00 | Bound For The Floor | Local H | source:amperwave-api
2026-04-18T15:27:27.056390+00:00 | Bound For The Floor | Local H | source:amperwave-api
2026-04-18T15:28:02.351184+00:00 | Bound For The Floor | Local H | source:amperwave-api
2026-04-18T15:28:37.976805+00:00 | Bound For The Floor | Local H | source:amperwave-api
2026-04-18T15:29:31.899049+00:00 | Bound For The Floor | Local H | source:amperwave-api
2026-04-18T15:30:10.282133+00:00 | Bound For The Floor | Local H | source:amperwave-api
2026-04-18T15:30:47.938882+00:00 | Wild Side | Motley Crue | source:amperwave-api
2026-04-18T15:32:04.194956+00:00 | Wild Side | Motley Crue | source:amperwave-api
2026-04-18T15:32:40.784638+00:00 | Wild Side | Motley Crue | source:amperwave-api
2026-04-18T15:33:36.796242+00:00 | Wild Side | Motley Crue | source:amperwave-api
2026-04-18T15:34:15.981435+00:00 | Wild Side | Motley Crue | source:amperwave-api
2026-04-18T15:34:52.466072+00:00 | Wild Side | Motley Crue | source:amperwave-api
2026-04-18T15:35:41.991283+00:00 | Wild Side | Motley Crue | source:amperwave-api
2026-04-18T15:36:19.363697+00:00 | Wild Side | Motley Crue | source:amperwave-api
2026-04-18T15:36:55.624753+00:00 | Wild Side | Motley Crue | source:amperwave-api
2026-04-18T15:37:34.742749+00:00 | Wild Side | Motley Crue | source:amperwave-api
2026-04-18T15:38:12.955841+00:00 | Wild Side | Motley Crue | source:amperwave-api
2026-04-18T15:38:49.226361+00:00 | Who Will You Follow | Evanescence | source:amperwave-api
2026-04-18T15:39:33.117533+00:00 | Who Will You Follow | Evanescence | source:amperwave-api
2026-04-18T15:40:14.020662+00:00 | Who Will You Follow | Evanescence | source:amperwave-api
2026-04-18T15:40:50.480820+00:00 | Who Will You Follow | Evanescence | source:amperwave-api
2026-04-18T15:41:27.607448+00:00 | Who Will You Follow | Evanescence | source:amperwave-api
2026-04-18T15:42:03.789012+00:00 | Who Will You Follow | Evanescence | source:amperwave-api
2026-04-18T15:42:40.519366+00:00 | Who Will You Follow | Evanescence | source:amperwave-api
2026-04-18T15:43:16.247505+00:00 | Shine | Collective Soul | source:amperwave-api
2026-04-18T15:43:51.345058+00:00 | Shine | Collective Soul | source:amperwave-api
2026-04-18T15:44:26.852915+00:00 | Shine | Collective Soul | source:amperwave-api
2026-04-18T15:45:02.461358+00:00 | Shine | Collective Soul | source:amperwave-api
2026-04-18T15:45:38.095697+00:00 | Shine | Collective Soul | source:amperwave-api
2026-04-18T15:46:14.035426+00:00 | Shine | Collective Soul | source:amperwave-api
2026-04-18T15:46:50.369670+00:00 | Shine | Collective Soul | source:amperwave-api
2026-04-18T15:47:26.949591+00:00 | Shine | Collective Soul | source:amperwave-api
2026-04-18T15:49:05.410426+00:00 | Patience | Chris Cornell | source:amperwave-api
2026-04-18T15:49:41.247460+00:00 | Patience | Chris Cornell | source:amperwave-api
2026-04-18T15:50:28.246848+00:00 | Patience | Chris Cornell | source:amperwave-api
2026-04-18T15:51:06.711521+00:00 | Patience | Chris Cornell | source:amperwave-api
2026-04-18T15:51:43.280167+00:00 | Patience | Chris Cornell | source:amperwave-api
2026-04-18T15:52:27.324821+00:00 | Patience | Chris Cornell | source:amperwave-api
2026-04-18T15:53:03.664626+00:00 | Eruption/You Really Got Me | Van Halen | source:amperwave-api
2026-04-18T15:53:39.680490+00:00 | Eruption/You Really Got Me | Van Halen | source:amperwave-api
2026-04-18T15:54:25.313524+00:00 | Eruption/You Really Got Me | Van Halen | source:amperwave-api
2026-04-18T15:55:03.396504+00:00 | Eruption/You Really Got Me | Van Halen | source:amperwave-api
2026-04-18T15:55:39.446523+00:00 | Eruption/You Really Got Me | Van Halen | source:amperwave-api
2026-04-18T15:56:23.237519+00:00 | Eruption/You Really Got Me | Van Halen | source:amperwave-api
2026-04-18T15:57:04.424110+00:00 | Vasoline | Stone Temple Pilots | source:amperwave-api
2026-04-18T15:57:39.296306+00:00 | Vasoline | Stone Temple Pilots | source:amperwave-api
2026-04-18T15:58:20.593551+00:00 | Vasoline | Stone Temple Pilots | source:amperwave-api
2026-04-18T15:58:59.712269+00:00 | Vasoline | Stone Temple Pilots | source:amperwave-api
2026-04-18T15:59:36.360281+00:00 | Vasoline | Stone Temple Pilots | source:amperwave-api
2026-04-18T16:00:12.764475+00:00 | Would? | Alice In Chains | source:amperwave-api
2026-04-18T16:00:49.418001+00:00 | Would? | Alice In Chains | source:amperwave-api
2026-04-18T16:01:25.971152+00:00 | Would? | Alice In Chains | source:amperwave-api
2026-04-18T16:02:03.064128+00:00 | Would? | Alice In Chains | source:amperwave-api
2026-04-18T16:02:39.988056+00:00 | Would? | Alice In Chains | source:amperwave-api
2026-04-18T16:03:16.327627+00:00 | Would? | Alice In Chains | source:amperwave-api
2026-04-18T16:03:54.171089+00:00 | Broken Mirror | Architects | source:amperwave-api
2026-04-18T16:04:30.680351+00:00 | Broken Mirror | Architects | source:amperwave-api
2026-04-18T16:05:11.373558+00:00 | Broken Mirror | Architects | source:amperwave-api
2026-04-18T16:05:47.213356+00:00 | Broken Mirror | Architects | source:amperwave-api
2026-04-18T16:06:23.551089+00:00 | Broken Mirror | Architects | source:amperwave-api
2026-04-18T16:07:00.403259+00:00 | Moneytalks | Ac/Dc | source:amperwave-api
2026-04-18T16:08:05.281390+00:00 | Moneytalks | Ac/Dc | source:amperwave-api
2026-04-18T16:08:40.948506+00:00 | Moneytalks | Ac/Dc | source:amperwave-api
2026-04-18T16:09:32.185395+00:00 | Moneytalks | Ac/Dc | source:amperwave-api
2026-04-18T16:10:11.553219+00:00 | Moneytalks | Ac/Dc | source:amperwave-api
2026-04-18T16:10:47.480238+00:00 | Moneytalks | Ac/Dc | source:amperwave-api
2026-04-18T16:11:48.194653+00:00 | Moneytalks | Ac/Dc | source:amperwave-api
2026-04-18T16:12:29.775418+00:00 | Moneytalks | Ac/Dc | source:amperwave-api
2026-04-18T16:13:05.885746+00:00 | Moneytalks | Ac/Dc | source:amperwave-api
2026-04-18T16:13:53.408902+00:00 | Moneytalks | Ac/Dc | source:amperwave-api
2026-04-18T16:14:31.700241+00:00 | Moneytalks | Ac/Dc | source:amperwave-api
2026-04-18T16:15:08.479473+00:00 | Moneytalks | Ac/Dc | source:amperwave-api
2026-04-18T16:15:56.057120+00:00 | Bulletproof | Godsmack | source:amperwave-api
2026-04-18T16:16:35.055717+00:00 | Bulletproof | Godsmack | source:amperwave-api
2026-04-18T16:17:11.544088+00:00 | Bulletproof | Godsmack | source:amperwave-api
2026-04-18T16:18:02.552104+00:00 | Bulletproof | Godsmack | source:amperwave-api
2026-04-18T16:18:40.116748+00:00 | Around The World | Red Hot Chili Peppers | source:amperwave-api
2026-04-18T16:19:15.967287+00:00 | Around The World | Red Hot Chili Peppers | source:amperwave-api
2026-04-18T16:19:51.631702+00:00 | Around The World | Red Hot Chili Peppers | source:amperwave-api
2026-04-18T16:20:26.943212+00:00 | Around The World | Red Hot Chili Peppers | source:amperwave-api
2026-04-18T16:21:02.540600+00:00 | Around The World | Red Hot Chili Peppers | source:amperwave-api
2026-04-18T16:21:38.204834+00:00 | Around The World | Red Hot Chili Peppers | source:amperwave-api
2026-04-18T16:22:14.017793+00:00 | Around The World | Red Hot Chili Peppers | source:amperwave-api
2026-04-18T16:22:49.969713+00:00 | Rebel Yell | Billy Idol | source:amperwave-api
2026-04-18T16:23:25.979030+00:00 | Rebel Yell | Billy Idol | source:amperwave-api
2026-04-18T16:24:02.431673+00:00 | Rebel Yell | Billy Idol | source:amperwave-api
2026-04-18T16:24:38.686458+00:00 | Rebel Yell | Billy Idol | source:amperwave-api
2026-04-18T16:25:15.206484+00:00 | Rebel Yell | Billy Idol | source:amperwave-api
2026-04-18T16:25:52.258529+00:00 | Rebel Yell | Billy Idol | source:amperwave-api
2026-04-18T16:26:32.037131+00:00 | Rebel Yell | Billy Idol | source:amperwave-api
2026-04-18T16:27:08.912391+00:00 | Rebel Yell | Billy Idol | source:amperwave-api
2026-04-18T16:27:45.060948+00:00 | Rebel Yell | Billy Idol | source:amperwave-api
2026-04-18T16:28:32.839151+00:00 | Rebel Yell | Billy Idol | source:amperwave-api
2026-04-18T16:29:12.992154+00:00 | Rebel Yell | Billy Idol | source:amperwave-api
2026-04-18T16:29:48.312463+00:00 | Rebel Yell | Billy Idol | source:amperwave-api
2026-04-18T16:30:38.879682+00:00 | Safe And Sound | Shinedown | source:amperwave-api
2026-04-18T16:31:17.618757+00:00 | Safe And Sound | Shinedown | source:amperwave-api
2026-04-18T16:31:54.463437+00:00 | Safe And Sound | Shinedown | source:amperwave-api
2026-04-18T16:32:41.430956+00:00 | Safe And Sound | Shinedown | source:amperwave-api
2026-04-18T16:33:18.481643+00:00 | Safe And Sound | Shinedown | source:amperwave-api
2026-04-18T16:33:53.930563+00:00 | Safe And Sound | Shinedown | source:amperwave-api
2026-04-18T16:34:34.520726+00:00 | Fly Away | Lenny Kravitz | source:amperwave-api
2026-04-18T16:35:15.719033+00:00 | Fly Away | Lenny Kravitz | source:amperwave-api
2026-04-18T16:35:52.028075+00:00 | Fly Away | Lenny Kravitz | source:amperwave-api
2026-04-18T16:36:31.638168+00:00 | Fly Away | Lenny Kravitz | source:amperwave-api
2026-04-18T16:37:11.074590+00:00 | Fly Away | Lenny Kravitz | source:amperwave-api
2026-04-18T16:37:48.365290+00:00 | Coming Undone | Korn | source:amperwave-api
2026-04-18T16:38:24.116355+00:00 | Coming Undone | Korn | source:amperwave-api
2026-04-18T16:38:59.829021+00:00 | Coming Undone | Korn | source:amperwave-api
2026-04-18T16:39:34.723391+00:00 | Coming Undone | Korn | source:amperwave-api
2026-04-18T16:40:12.034119+00:00 | Coming Undone | Korn | source:amperwave-api
2026-04-18T16:40:47.496307+00:00 | Coming Undone | Korn | source:amperwave-api
2026-04-18T16:41:23.761719+00:00 | Kashmir | Led Zeppelin | source:amperwave-api
2026-04-18T16:41:59.181309+00:00 | Kashmir | Led Zeppelin | source:amperwave-api
2026-04-18T16:42:34.810427+00:00 | Kashmir | Led Zeppelin | source:amperwave-api
2026-04-18T16:43:10.095546+00:00 | Kashmir | Led Zeppelin | source:amperwave-api
2026-04-18T16:43:45.935229+00:00 | Kashmir | Led Zeppelin | source:amperwave-api
2026-04-18T16:44:22.877940+00:00 | Kashmir | Led Zeppelin | source:amperwave-api
2026-04-18T16:44:59.421818+00:00 | Kashmir | Led Zeppelin | source:amperwave-api
2026-04-18T16:46:11.011725+00:00 | Kashmir | Led Zeppelin | source:amperwave-api
2026-04-18T16:46:47.462719+00:00 | Kashmir | Led Zeppelin | source:amperwave-api
2026-04-18T16:47:26.886007+00:00 | Kashmir | Led Zeppelin | source:amperwave-api
2026-04-18T16:48:08.077891+00:00 | Kashmir | Led Zeppelin | source:amperwave-api
2026-04-18T16:48:45.251465+00:00 | Kashmir | Led Zeppelin | source:amperwave-api
2026-04-18T16:49:32.696892+00:00 | Guerrilla Radio | Rage Against The Machine | source:amperwave-api
2026-04-18T16:50:09.982353+00:00 | Guerrilla Radio | Rage Against The Machine | source:amperwave-api
2026-04-18T16:50:45.887498+00:00 | Guerrilla Radio | Rage Against The Machine | source:amperwave-api
2026-04-18T16:51:38.899384+00:00 | Guerrilla Radio | Rage Against The Machine | source:amperwave-api
2026-04-18T16:52:18.599972+00:00 | Guerrilla Radio | Rage Against The Machine | source:amperwave-api
2026-04-18T16:52:54.859717+00:00 | Guerrilla Radio | Rage Against The Machine | source:amperwave-api
2026-04-18T16:53:39.450661+00:00 | The Glass | Foo Fighters | source:amperwave-api
2026-04-18T16:54:17.345153+00:00 | The Glass | Foo Fighters | source:amperwave-api
2026-04-18T16:54:53.515582+00:00 | The Glass | Foo Fighters | source:amperwave-api
2026-04-18T16:55:32.759731+00:00 | The Glass | Foo Fighters | source:amperwave-api
2026-04-18T16:56:14.314604+00:00 | The Glass | Foo Fighters | source:amperwave-api
2026-04-18T16:56:51.149509+00:00 | So Cold | Breaking Benjamin | source:amperwave-api
2026-04-18T16:57:27.518893+00:00 | So Cold | Breaking Benjamin | source:amperwave-api
2026-04-18T16:58:03.171091+00:00 | So Cold | Breaking Benjamin | source:amperwave-api
2026-04-18T16:58:39.279866+00:00 | So Cold | Breaking Benjamin | source:amperwave-api
2026-04-18T16:59:15.265112+00:00 | So Cold | Breaking Benjamin | source:amperwave-api
2026-04-18T16:59:51.209448+00:00 | So Cold | Breaking Benjamin | source:amperwave-api
2026-04-18T17:00:30.233386+00:00 | So Cold | Breaking Benjamin | source:amperwave-api
2026-04-18T17:01:06.474358+00:00 | Come As You Are | Nirvana | source:amperwave-api
2026-04-18T17:01:43.470526+00:00 | Come As You Are | Nirvana | source:amperwave-api
2026-04-18T17:02:19.296577+00:00 | Come As You Are | Nirvana | source:amperwave-api
2026-04-18T17:02:54.966548+00:00 | Come As You Are | Nirvana | source:amperwave-api
2026-04-18T17:03:31.475571+00:00 | Come As You Are | Nirvana | source:amperwave-api
2026-04-18T17:04:30.358749+00:00 | Come As You Are | Nirvana | source:amperwave-api
2026-04-18T17:05:09.045768+00:00 | Drag Me | From Ashes To New | source:amperwave-api
2026-04-18T17:05:47.286941+00:00 | Drag Me | From Ashes To New | source:amperwave-api
2026-04-18T17:06:25.418511+00:00 | Drag Me | From Ashes To New | source:amperwave-api
2026-04-18T17:07:01.944749+00:00 | Drag Me | From Ashes To New | source:amperwave-api
2026-04-18T17:07:37.569356+00:00 | Drag Me | From Ashes To New | source:amperwave-api
2026-04-18T17:08:25.777227+00:00 | Rag Doll | Aerosmith | source:amperwave-api
2026-04-18T17:09:04.177052+00:00 | Rag Doll | Aerosmith | source:amperwave-api
2026-04-18T17:09:41.415500+00:00 | Rag Doll | Aerosmith | source:amperwave-api
2026-04-18T17:10:27.802573+00:00 | Rag Doll | Aerosmith | source:amperwave-api
2026-04-18T17:11:07.196867+00:00 | Rag Doll | Aerosmith | source:amperwave-api
2026-04-18T17:11:43.532584+00:00 | Rag Doll | Aerosmith | source:amperwave-api
2026-04-18T17:12:23.954482+00:00 | Rag Doll | Aerosmith | source:amperwave-api
2026-04-18T17:13:00.072629+00:00 | Rag Doll | Aerosmith | source:amperwave-api
2026-04-18T17:13:36.586392+00:00 | Rag Doll | Aerosmith | source:amperwave-api
2026-04-18T17:14:17.227478+00:00 | Rag Doll | Aerosmith | source:amperwave-api
2026-04-18T17:14:54.875972+00:00 | Rag Doll | Aerosmith | source:amperwave-api
2026-04-18T17:15:31.443868+00:00 | Rag Doll | Aerosmith | source:amperwave-api
2026-04-18T17:16:07.349041+00:00 | Rag Doll | Aerosmith | source:amperwave-api
2026-04-18T17:16:42.785978+00:00 | Rag Doll | Aerosmith | source:amperwave-api
2026-04-18T17:17:19.107413+00:00 | Footsteps (Go Higher) | Pop Evil | source:amperwave-api
2026-04-18T17:17:55.461520+00:00 | Footsteps (Go Higher) | Pop Evil | source:amperwave-api
2026-04-18T17:18:31.245015+00:00 | Footsteps (Go Higher) | Pop Evil | source:amperwave-api
2026-04-18T17:19:07.391769+00:00 | Footsteps (Go Higher) | Pop Evil | source:amperwave-api
2026-04-18T17:19:43.926257+00:00 | Footsteps (Go Higher) | Pop Evil | source:amperwave-api
2026-04-18T17:20:19.919966+00:00 | Footsteps (Go Higher) | Pop Evil | source:amperwave-api
2026-04-18T17:20:56.658049+00:00 | Footsteps (Go Higher) | Pop Evil | source:amperwave-api
2026-04-18T17:21:33.960022+00:00 | King Nothing | Metallica | source:amperwave-api
2026-04-18T17:22:32.024889+00:00 | King Nothing | Metallica | source:amperwave-api
2026-04-18T17:23:09.220186+00:00 | King Nothing | Metallica | source:amperwave-api
2026-04-18T17:23:45.443343+00:00 | King Nothing | Metallica | source:amperwave-api
2026-04-18T17:24:31.276329+00:00 | King Nothing | Metallica | source:amperwave-api
2026-04-18T17:25:11.371930+00:00 | King Nothing | Metallica | source:amperwave-api
2026-04-18T17:25:47.127585+00:00 | King Nothing | Metallica | source:amperwave-api
2026-04-18T17:26:39.847158+00:00 | King Nothing | Metallica | source:amperwave-api
2026-04-18T17:27:19.526947+00:00 | Round And Round | Ratt | source:amperwave-api
2026-04-18T17:27:54.556975+00:00 | Round And Round | Ratt | source:amperwave-api
2026-04-18T17:28:50.904380+00:00 | Round And Round | Ratt | source:amperwave-api
2026-04-18T17:29:30.274672+00:00 | Round And Round | Ratt | source:amperwave-api
2026-04-18T17:30:06.035134+00:00 | Round And Round | Ratt | source:amperwave-api
2026-04-18T17:30:46.653076+00:00 | Round And Round | Ratt | source:amperwave-api
2026-04-18T17:31:30.111195+00:00 | Round And Round | Ratt | source:amperwave-api
2026-04-18T17:32:06.322839+00:00 | Round And Round | Ratt | source:amperwave-api
2026-04-18T17:32:56.101100+00:00 | Round And Round | Ratt | source:amperwave-api
2026-04-18T17:33:34.262942+00:00 | Round And Round | Ratt | source:amperwave-api
2026-04-18T17:34:12.135194+00:00 | Round And Round | Ratt | source:amperwave-api
2026-04-18T17:34:47.461933+00:00 | Round And Round | Ratt | source:amperwave-api
2026-04-18T17:35:23.570157+00:00 | Round And Round | Ratt | source:amperwave-api
2026-04-18T17:35:59.228182+00:00 | Demonic Depression | Volbeat | source:amperwave-api
2026-04-18T17:36:34.942067+00:00 | Demonic Depression | Volbeat | source:amperwave-api
2026-04-18T17:37:10.812017+00:00 | Demonic Depression | Volbeat | source:amperwave-api
2026-04-18T17:37:47.696440+00:00 | Demonic Depression | Volbeat | source:amperwave-api
2026-04-18T17:38:24.415257+00:00 | Demonic Depression | Volbeat | source:amperwave-api
2026-04-18T17:38:59.910508+00:00 | Demonic Depression | Volbeat | source:amperwave-api
2026-04-18T17:39:36.123897+00:00 | Demonic Depression | Volbeat | source:amperwave-api
2026-04-18T17:40:11.844827+00:00 | Hey Man, Nice Shot | Filter | source:amperwave-api
2026-04-18T17:40:47.887466+00:00 | Hey Man, Nice Shot | Filter | source:amperwave-api
2026-04-18T17:41:29.454762+00:00 | Hey Man, Nice Shot | Filter | source:amperwave-api
2026-04-18T17:42:10.421690+00:00 | Hey Man, Nice Shot | Filter | source:amperwave-api
2026-04-18T17:42:46.247062+00:00 | Hey Man, Nice Shot | Filter | source:amperwave-api
2026-04-18T17:43:34.015117+00:00 | Hey Man, Nice Shot | Filter | source:amperwave-api
2026-04-18T17:44:13.819382+00:00 | Hey Man, Nice Shot | Filter | source:amperwave-api
2026-04-18T17:44:52.723065+00:00 | Hey Man, Nice Shot | Filter | source:amperwave-api
2026-04-18T17:45:41.744296+00:00 | Bad Girlfriend | Theory Of A Deadman | source:amperwave-api
2026-04-18T17:46:20.045467+00:00 | Bad Girlfriend | Theory Of A Deadman | source:amperwave-api
2026-04-18T17:46:56.821877+00:00 | Bad Girlfriend | Theory Of A Deadman | source:amperwave-api
2026-04-18T17:47:48.184714+00:00 | Bad Girlfriend | Theory Of A Deadman | source:amperwave-api
2026-04-18T17:48:27.286690+00:00 | Bad Girlfriend | Theory Of A Deadman | source:amperwave-api
2026-04-18T17:49:03.597077+00:00 | Kickstart My Heart | Motley Crue | source:amperwave-api
2026-04-18T17:49:53.973117+00:00 | Kickstart My Heart | Motley Crue | source:amperwave-api
2026-04-18T17:50:31.858236+00:00 | Kickstart My Heart | Motley Crue | source:amperwave-api
2026-04-18T17:51:08.004682+00:00 | Kickstart My Heart | Motley Crue | source:amperwave-api
2026-04-18T17:52:04.538291+00:00 | Kickstart My Heart | Motley Crue | source:amperwave-api
2026-04-18T17:52:46.834910+00:00 | Kickstart My Heart | Motley Crue | source:amperwave-api
