2026-04-18T00:00:00.901464+00:00 | End Of Beginning | Djo | source:amperwave-api
2026-04-18T15:32:04.979641+00:00 | Yukon [Remix] | Justin Bieber | source:amperwave-api
2026-04-18T15:32:41.626662+00:00 | Stateside [Remix] | Pink Pantheress Ft Zara Larson | source:amperwave-api
2026-04-18T15:33:39.561312+00:00 | Stateside [Remix] | Pink Pantheress Ft Zara Larson | source:amperwave-api
2026-04-18T15:34:16.984023+00:00 | Stateside [Remix] | Pink Pantheress Ft Zara Larson | source:amperwave-api
2026-04-18T15:34:53.271111+00:00 | Stateside [Remix] | Pink Pantheress Ft Zara Larson | source:amperwave-api
2026-04-18T15:35:43.953679+00:00 | Wheres My Husband | Raye | source:amperwave-api
2026-04-18T15:36:20.240779+00:00 | Wheres My Husband | Raye | source:amperwave-api
2026-04-18T15:36:56.400865+00:00 | Wheres My Husband | Raye | source:amperwave-api
2026-04-18T15:37:36.862564+00:00 | Wheres My Husband | Raye | source:amperwave-api
2026-04-18T15:38:13.833966+00:00 | Wheres My Husband | Raye | source:amperwave-api
2026-04-18T15:38:50.104275+00:00 | Thats What I Like | Bruno Mars | source:amperwave-api
2026-04-18T15:39:36.789850+00:00 | Thats What I Like | Bruno Mars | source:amperwave-api
2026-04-18T15:40:14.766671+00:00 | Thats What I Like | Bruno Mars | source:amperwave-api
2026-04-18T15:40:51.576847+00:00 | Thats What I Like | Bruno Mars | source:amperwave-api
2026-04-18T15:41:28.560138+00:00 | Thats What I Like | Bruno Mars | source:amperwave-api
2026-04-18T15:42:04.475827+00:00 | Thats What I Like | Bruno Mars | source:amperwave-api
2026-04-18T15:42:41.510025+00:00 | When Did You Get Hot | Sabrina Carpenter | source:amperwave-api
2026-04-18T15:43:16.986404+00:00 | When Did You Get Hot | Sabrina Carpenter | source:amperwave-api
2026-04-18T15:43:52.037378+00:00 | When Did You Get Hot | Sabrina Carpenter | source:amperwave-api
2026-04-18T15:44:27.647252+00:00 | Iloveitiloveitiloveit | Bella Kay | source:amperwave-api
2026-04-18T15:45:03.251806+00:00 | Iloveitiloveitiloveit | Bella Kay | source:amperwave-api
2026-04-18T15:45:39.030429+00:00 | Iloveitiloveitiloveit | Bella Kay | source:amperwave-api
2026-04-18T15:46:15.031465+00:00 | Iloveitiloveitiloveit | Bella Kay | source:amperwave-api
2026-04-18T15:46:51.071191+00:00 | Iloveitiloveitiloveit | Bella Kay | source:amperwave-api
2026-04-18T15:47:27.625970+00:00 | Iloveitiloveitiloveit | Bella Kay | source:amperwave-api
2026-04-18T15:48:29.306897+00:00 | Iloveitiloveitiloveit | Bella Kay | source:amperwave-api
2026-04-18T15:49:06.088587+00:00 | Iloveitiloveitiloveit | Bella Kay | source:amperwave-api
2026-04-18T15:49:41.932599+00:00 | Iloveitiloveitiloveit | Bella Kay | source:amperwave-api
2026-04-18T15:50:30.216149+00:00 | Iloveitiloveitiloveit | Bella Kay | source:amperwave-api
2026-04-18T15:51:07.342732+00:00 | Iloveitiloveitiloveit | Bella Kay | source:amperwave-api
2026-04-18T15:51:44.118530+00:00 | Iloveitiloveitiloveit | Bella Kay | source:amperwave-api
2026-04-18T15:52:28.421936+00:00 | Iloveitiloveitiloveit | Bella Kay | source:amperwave-api
2026-04-18T15:53:04.266960+00:00 | Iloveitiloveitiloveit | Bella Kay | source:amperwave-api
2026-04-18T15:53:40.487234+00:00 | Dtmf | Bad Bunny | source:amperwave-api
2026-04-18T15:54:27.728251+00:00 | Dtmf | Bad Bunny | source:amperwave-api
2026-04-18T15:55:04.548565+00:00 | Dtmf | Bad Bunny | source:amperwave-api
2026-04-18T15:55:41.774092+00:00 | Dtmf | Bad Bunny | source:amperwave-api
2026-04-18T15:56:28.708616+00:00 | Still Into You | Paramore | source:amperwave-api
2026-04-18T15:57:05.085716+00:00 | Still Into You | Paramore | source:amperwave-api
2026-04-18T15:57:40.153128+00:00 | Still Into You | Paramore | source:amperwave-api
2026-04-18T15:58:23.193852+00:00 | Still Into You | Paramore | source:amperwave-api
2026-04-18T15:59:00.677550+00:00 | Still Into You | Paramore | source:amperwave-api
2026-04-18T15:59:37.053765+00:00 | Still Into You | Paramore | source:amperwave-api
2026-04-18T16:00:13.762160+00:00 | Ordinary | Alex Warren | source:amperwave-api
2026-04-18T16:00:50.251983+00:00 | Ordinary | Alex Warren | source:amperwave-api
2026-04-18T16:01:27.568924+00:00 | Ordinary | Alex Warren | source:amperwave-api
2026-04-18T16:02:04.103599+00:00 | Ordinary | Alex Warren | source:amperwave-api
2026-04-18T16:02:40.996590+00:00 | Ordinary | Alex Warren | source:amperwave-api
2026-04-18T16:03:17.482365+00:00 | Whats My Name | Rihanna Ft Drake | source:amperwave-api
2026-04-18T16:03:54.958362+00:00 | Whats My Name | Rihanna Ft Drake | source:amperwave-api
2026-04-18T16:04:35.656493+00:00 | Whats My Name | Rihanna Ft Drake | source:amperwave-api
2026-04-18T16:05:12.190609+00:00 | Whats My Name | Rihanna Ft Drake | source:amperwave-api
2026-04-18T16:05:48.002697+00:00 | Whats My Name | Rihanna Ft Drake | source:amperwave-api
2026-04-18T16:06:24.383251+00:00 | Whats My Name | Rihanna Ft Drake | source:amperwave-api
2026-04-18T16:07:01.220478+00:00 | Whats My Name | Rihanna Ft Drake | source:amperwave-api
2026-04-18T16:08:06.255385+00:00 | I Just Might | Bruno Mars | source:amperwave-api
2026-04-18T16:08:41.975698+00:00 | I Just Might | Bruno Mars | source:amperwave-api
2026-04-18T16:09:34.934836+00:00 | I Just Might | Bruno Mars | source:amperwave-api
2026-04-18T16:10:12.720153+00:00 | I Just Might | Bruno Mars | source:amperwave-api
2026-04-18T16:10:48.224803+00:00 | Choosin Texas | Ella Langley | source:amperwave-api
2026-04-18T16:11:54.406274+00:00 | Choosin Texas | Ella Langley | source:amperwave-api
2026-04-18T16:12:30.789732+00:00 | Choosin Texas | Ella Langley | source:amperwave-api
2026-04-18T16:13:06.725740+00:00 | Choosin Texas | Ella Langley | source:amperwave-api
2026-04-18T16:13:54.656002+00:00 | Choosin Texas | Ella Langley | source:amperwave-api
2026-04-18T16:14:32.394694+00:00 | Dj Got Us Fallin In Love | Usher | source:amperwave-api
2026-04-18T16:15:09.317631+00:00 | Dj Got Us Fallin In Love | Usher | source:amperwave-api
2026-04-18T16:15:57.710769+00:00 | Dj Got Us Fallin In Love | Usher | source:amperwave-api
2026-04-18T16:16:35.735668+00:00 | Dj Got Us Fallin In Love | Usher | source:amperwave-api
2026-04-18T16:17:12.240405+00:00 | Dj Got Us Fallin In Love | Usher | source:amperwave-api
2026-04-18T16:18:05.066252+00:00 | So Easy | Olivia Dean | source:amperwave-api
2026-04-18T16:18:40.896373+00:00 | So Easy | Olivia Dean | source:amperwave-api
2026-04-18T16:19:16.665365+00:00 | So Easy | Olivia Dean | source:amperwave-api
2026-04-18T16:19:52.352333+00:00 | So Easy | Olivia Dean | source:amperwave-api
2026-04-18T16:20:27.898717+00:00 | So Easy | Olivia Dean | source:amperwave-api
2026-04-18T16:21:03.188153+00:00 | So Easy | Olivia Dean | source:amperwave-api
2026-04-18T16:21:38.839581+00:00 | So Easy | Olivia Dean | source:amperwave-api
2026-04-18T16:22:14.842892+00:00 | So Easy | Olivia Dean | source:amperwave-api
2026-04-18T16:22:50.772112+00:00 | So Easy | Olivia Dean | source:amperwave-api
2026-04-18T16:23:26.896983+00:00 | So Easy | Olivia Dean | source:amperwave-api
2026-04-18T16:24:03.387086+00:00 | So Easy | Olivia Dean | source:amperwave-api
2026-04-18T16:24:39.693829+00:00 | So Easy | Olivia Dean | source:amperwave-api
2026-04-18T16:25:16.911916+00:00 | So Easy | Olivia Dean | source:amperwave-api
2026-04-18T16:25:53.292303+00:00 | So Easy | Olivia Dean | source:amperwave-api
2026-04-18T16:26:33.369170+00:00 | So Easy | Olivia Dean | source:amperwave-api
2026-04-18T16:27:09.853340+00:00 | So Easy | Olivia Dean | source:amperwave-api
2026-04-18T16:27:45.807354+00:00 | So Easy | Olivia Dean | source:amperwave-api
2026-04-18T16:28:36.742460+00:00 | Yukon [Remix] | Justin Bieber | source:amperwave-api
2026-04-18T16:29:13.773325+00:00 | Yukon [Remix] | Justin Bieber | source:amperwave-api
2026-04-18T16:29:49.197839+00:00 | Yukon [Remix] | Justin Bieber | source:amperwave-api
2026-04-18T16:30:41.430207+00:00 | Taste | Sabrina Carpenter | source:amperwave-api
2026-04-18T16:31:18.326257+00:00 | Taste | Sabrina Carpenter | source:amperwave-api
2026-04-18T16:31:55.215567+00:00 | Taste | Sabrina Carpenter | source:amperwave-api
2026-04-18T16:32:42.631758+00:00 | Taste | Sabrina Carpenter | source:amperwave-api
2026-04-18T16:33:19.283669+00:00 | Homewrecker | Sombr | source:amperwave-api
2026-04-18T16:33:54.593720+00:00 | Homewrecker | Sombr | source:amperwave-api
2026-04-18T16:34:38.146948+00:00 | Homewrecker | Sombr | source:amperwave-api
2026-04-18T16:35:16.461073+00:00 | Homewrecker | Sombr | source:amperwave-api
2026-04-18T16:35:52.878255+00:00 | Homewrecker | Sombr | source:amperwave-api
2026-04-18T16:36:35.194122+00:00 | Opalite | Taylor Swift | source:amperwave-api
2026-04-18T16:37:12.406344+00:00 | Opalite | Taylor Swift | source:amperwave-api
2026-04-18T16:37:49.116596+00:00 | Opalite | Taylor Swift | source:amperwave-api
2026-04-18T16:38:24.838044+00:00 | Opalite | Taylor Swift | source:amperwave-api
2026-04-18T16:39:00.474888+00:00 | Opalite | Taylor Swift | source:amperwave-api
2026-04-18T16:39:35.970806+00:00 | Opalite | Taylor Swift | source:amperwave-api
2026-04-18T16:40:12.827664+00:00 | Just Dance | Lady Gaga | source:amperwave-api
2026-04-18T16:40:48.454669+00:00 | Just Dance | Lady Gaga | source:amperwave-api
2026-04-18T16:41:24.512815+00:00 | Just Dance | Lady Gaga | source:amperwave-api
2026-04-18T16:41:59.912503+00:00 | Just Dance | Lady Gaga | source:amperwave-api
2026-04-18T16:42:35.527018+00:00 | Just Dance | Lady Gaga | source:amperwave-api
2026-04-18T16:43:10.723768+00:00 | Just Dance | Lady Gaga | source:amperwave-api
2026-04-18T16:43:46.875192+00:00 | Just Dance | Lady Gaga | source:amperwave-api
2026-04-18T16:44:23.868777+00:00 | Cry For Me | The Weeknd | source:amperwave-api
2026-04-18T16:45:00.334481+00:00 | Cry For Me | The Weeknd | source:amperwave-api
2026-04-18T16:46:12.379937+00:00 | Cry For Me | The Weeknd | source:amperwave-api
2026-04-18T16:46:48.365617+00:00 | Cry For Me | The Weeknd | source:amperwave-api
2026-04-18T16:47:30.479992+00:00 | Cry For Me | The Weeknd | source:amperwave-api
2026-04-18T16:48:08.771114+00:00 | American Girls | Harry Styles | source:amperwave-api
2026-04-18T16:48:46.256663+00:00 | American Girls | Harry Styles | source:amperwave-api
2026-04-18T16:49:33.710862+00:00 | American Girls | Harry Styles | source:amperwave-api
2026-04-18T16:50:10.645403+00:00 | American Girls | Harry Styles | source:amperwave-api
2026-04-18T16:50:46.604768+00:00 | American Girls | Harry Styles | source:amperwave-api
2026-04-18T16:51:43.009232+00:00 | American Girls | Harry Styles | source:amperwave-api
2026-04-18T16:52:19.508097+00:00 | American Girls | Harry Styles | source:amperwave-api
2026-04-18T16:52:55.768773+00:00 | American Girls | Harry Styles | source:amperwave-api
2026-04-18T16:53:41.043821+00:00 | American Girls | Harry Styles | source:amperwave-api
2026-04-18T16:54:18.058924+00:00 | American Girls | Harry Styles | source:amperwave-api
2026-04-18T16:54:54.841289+00:00 | American Girls | Harry Styles | source:amperwave-api
2026-04-18T16:55:34.441759+00:00 | American Girls | Harry Styles | source:amperwave-api
2026-04-18T16:56:15.131266+00:00 | American Girls | Harry Styles | source:amperwave-api
2026-04-18T16:56:51.932733+00:00 | American Girls | Harry Styles | source:amperwave-api
2026-04-18T16:57:28.438882+00:00 | American Girls | Harry Styles | source:amperwave-api
2026-04-18T16:58:03.854604+00:00 | American Girls | Harry Styles | source:amperwave-api
2026-04-18T16:58:40.193048+00:00 | American Girls | Harry Styles | source:amperwave-api
2026-04-18T16:59:16.034115+00:00 | When Did You Get Hot | Sabrina Carpenter | source:amperwave-api
2026-04-18T16:59:52.040415+00:00 | When Did You Get Hot | Sabrina Carpenter | source:amperwave-api
2026-04-18T17:00:31.040832+00:00 | When Did You Get Hot | Sabrina Carpenter | source:amperwave-api
2026-04-18T17:01:07.360878+00:00 | When Did You Get Hot | Sabrina Carpenter | source:amperwave-api
2026-04-18T17:01:44.169190+00:00 | Wheres My Husband | Raye | source:amperwave-api
2026-04-18T17:02:20.259101+00:00 | Wheres My Husband | Raye | source:amperwave-api
2026-04-18T17:02:55.901444+00:00 | Wheres My Husband | Raye | source:amperwave-api
2026-04-18T17:03:32.214558+00:00 | Wheres My Husband | Raye | source:amperwave-api
2026-04-18T17:04:32.958696+00:00 | Wheres My Husband | Raye | source:amperwave-api
2026-04-18T17:05:09.863765+00:00 | Lean On | Major Lazer | source:amperwave-api
2026-04-18T17:05:48.343182+00:00 | Lean On | Major Lazer | source:amperwave-api
2026-04-18T17:06:26.572881+00:00 | Lean On | Major Lazer | source:amperwave-api
2026-04-18T17:07:02.839666+00:00 | Lean On | Major Lazer | source:amperwave-api
2026-04-18T17:07:38.490533+00:00 | Too Sweet | Hozier | source:amperwave-api
2026-04-18T17:08:28.007162+00:00 | Too Sweet | Hozier | source:amperwave-api
2026-04-18T17:09:05.069139+00:00 | Too Sweet | Hozier | source:amperwave-api
2026-04-18T17:09:42.281329+00:00 | Too Sweet | Hozier | source:amperwave-api
2026-04-18T17:10:30.813639+00:00 | Too Sweet | Hozier | source:amperwave-api
2026-04-18T17:11:07.935096+00:00 | Elizabeth Taylor | Taylor Swift | source:amperwave-api
2026-04-18T17:11:44.435376+00:00 | Elizabeth Taylor | Taylor Swift | source:amperwave-api
2026-04-18T17:12:24.739218+00:00 | Elizabeth Taylor | Taylor Swift | source:amperwave-api
2026-04-18T17:13:01.095646+00:00 | Elizabeth Taylor | Taylor Swift | source:amperwave-api
2026-04-18T17:13:37.328135+00:00 | Elizabeth Taylor | Taylor Swift | source:amperwave-api
2026-04-18T17:14:19.554269+00:00 | I Just Might | Bruno Mars | source:amperwave-api
2026-04-18T17:14:56.392695+00:00 | I Just Might | Bruno Mars | source:amperwave-api
2026-04-18T17:15:32.115236+00:00 | I Just Might | Bruno Mars | source:amperwave-api
2026-04-18T17:16:08.166077+00:00 | I Just Might | Bruno Mars | source:amperwave-api
2026-04-18T17:16:43.497252+00:00 | I Just Might | Bruno Mars | source:amperwave-api
2026-04-18T17:17:19.946916+00:00 | Greedy | Tate Mcrae | source:amperwave-api
2026-04-18T17:17:56.200169+00:00 | Greedy | Tate Mcrae | source:amperwave-api
2026-04-18T17:18:32.094772+00:00 | Greedy | Tate Mcrae | source:amperwave-api
2026-04-18T17:19:08.321419+00:00 | Greedy | Tate Mcrae | source:amperwave-api
2026-04-18T17:19:44.652297+00:00 | Greedy | Tate Mcrae | source:amperwave-api
2026-04-18T17:20:20.690421+00:00 | Greedy | Tate Mcrae | source:amperwave-api
2026-04-18T17:20:58.352073+00:00 | Greedy | Tate Mcrae | source:amperwave-api
2026-04-18T17:21:34.779905+00:00 | Greedy | Tate Mcrae | source:amperwave-api
2026-04-18T17:22:33.005889+00:00 | Greedy | Tate Mcrae | source:amperwave-api
2026-04-18T17:23:10.031950+00:00 | Greedy | Tate Mcrae | source:amperwave-api
2026-04-18T17:23:46.364517+00:00 | Greedy | Tate Mcrae | source:amperwave-api
2026-04-18T17:24:34.748120+00:00 | Greedy | Tate Mcrae | source:amperwave-api
2026-04-18T17:25:12.148244+00:00 | Greedy | Tate Mcrae | source:amperwave-api
2026-04-18T17:25:48.012474+00:00 | Greedy | Tate Mcrae | source:amperwave-api
2026-04-18T17:26:43.787115+00:00 | Greedy | Tate Mcrae | source:amperwave-api
2026-04-18T17:27:20.250477+00:00 | So Easy | Olivia Dean | source:amperwave-api
2026-04-18T17:27:55.224412+00:00 | So Easy | Olivia Dean | source:amperwave-api
2026-04-18T17:28:54.289262+00:00 | So Easy | Olivia Dean | source:amperwave-api
2026-04-18T17:29:31.007778+00:00 | So Easy | Olivia Dean | source:amperwave-api
2026-04-18T17:30:06.911523+00:00 | Fever Dream | Alex Warren | source:amperwave-api
2026-04-18T17:30:51.538700+00:00 | Fever Dream | Alex Warren | source:amperwave-api
2026-04-18T17:31:30.916646+00:00 | Fever Dream | Alex Warren | source:amperwave-api
2026-04-18T17:32:07.255650+00:00 | Fever Dream | Alex Warren | source:amperwave-api
2026-04-18T17:32:58.252544+00:00 | Good Luck, Babe | Chappell Roan | source:amperwave-api
2026-04-18T17:33:35.167097+00:00 | Good Luck, Babe | Chappell Roan | source:amperwave-api
2026-04-18T17:34:12.901092+00:00 | Good Luck, Babe | Chappell Roan | source:amperwave-api
2026-04-18T17:34:48.272012+00:00 | Good Luck, Babe | Chappell Roan | source:amperwave-api
2026-04-18T17:35:24.458348+00:00 | Good Luck, Babe | Chappell Roan | source:amperwave-api
2026-04-18T17:35:59.935203+00:00 | Espresso | Sabrina Carpenter | source:amperwave-api
2026-04-18T17:36:35.697699+00:00 | Espresso | Sabrina Carpenter | source:amperwave-api
2026-04-18T17:37:12.261437+00:00 | Espresso | Sabrina Carpenter | source:amperwave-api
2026-04-18T17:37:48.538927+00:00 | Espresso | Sabrina Carpenter | source:amperwave-api
2026-04-18T17:38:25.158819+00:00 | Espresso | Sabrina Carpenter | source:amperwave-api
2026-04-18T17:39:01.432699+00:00 | Whatcha Say | Jason Derulo | source:amperwave-api
2026-04-18T17:39:36.961963+00:00 | Whatcha Say | Jason Derulo | source:amperwave-api
2026-04-18T17:40:12.573391+00:00 | Whatcha Say | Jason Derulo | source:amperwave-api
2026-04-18T17:40:48.616376+00:00 | Whatcha Say | Jason Derulo | source:amperwave-api
2026-04-18T17:41:33.157520+00:00 | Whatcha Say | Jason Derulo | source:amperwave-api
2026-04-18T17:42:11.226705+00:00 | Yukon [Remix] | Justin Bieber | source:amperwave-api
2026-04-18T17:42:47.019201+00:00 | Yukon [Remix] | Justin Bieber | source:amperwave-api
2026-04-18T17:43:36.693967+00:00 | Yukon [Remix] | Justin Bieber | source:amperwave-api
2026-04-18T17:44:14.666338+00:00 | Yukon [Remix] | Justin Bieber | source:amperwave-api
2026-04-18T17:44:53.406474+00:00 | Damn I Love Miami | Pitbull Ft Lil Jon | source:amperwave-api
2026-04-18T17:45:43.442694+00:00 | Damn I Love Miami | Pitbull Ft Lil Jon | source:amperwave-api
2026-04-18T17:46:21.092315+00:00 | Damn I Love Miami | Pitbull Ft Lil Jon | source:amperwave-api
2026-04-18T17:46:57.935370+00:00 | Damn I Love Miami | Pitbull Ft Lil Jon | source:amperwave-api
2026-04-18T17:47:51.504273+00:00 | Damn I Love Miami | Pitbull Ft Lil Jon | source:amperwave-api
2026-04-18T17:48:28.160166+00:00 | Damn I Love Miami | Pitbull Ft Lil Jon | source:amperwave-api
2026-04-18T17:49:04.513792+00:00 | Damn I Love Miami | Pitbull Ft Lil Jon | source:amperwave-api
2026-04-18T17:49:56.169554+00:00 | Damn I Love Miami | Pitbull Ft Lil Jon | source:amperwave-api
2026-04-18T17:50:32.713529+00:00 | Damn I Love Miami | Pitbull Ft Lil Jon | source:amperwave-api
2026-04-18T17:51:09.022087+00:00 | Damn I Love Miami | Pitbull Ft Lil Jon | source:amperwave-api
2026-04-18T17:52:09.616135+00:00 | Damn I Love Miami | Pitbull Ft Lil Jon | source:amperwave-api
2026-04-18T17:52:48.497540+00:00 | Damn I Love Miami | Pitbull Ft Lil Jon | source:amperwave-api
2026-04-18T17:53:25.083808+00:00 | Damn I Love Miami | Pitbull Ft Lil Jon | source:amperwave-api
2026-04-18T17:54:01.556554+00:00 | Damn I Love Miami | Pitbull Ft Lil Jon | source:amperwave-api
2026-04-18T17:54:38.340541+00:00 | Damn I Love Miami | Pitbull Ft Lil Jon | source:amperwave-api
2026-04-18T17:55:15.413056+00:00 | Damn I Love Miami | Pitbull Ft Lil Jon | source:amperwave-api
